X,Y,id,lon,lat,point,polygon,voltage,power_type,substation,osm_id,osm_www,frequency,name,ref,operator,dbahn,status,visible,field_18
13.650006655388101,53.2373284956996,14,13.650006655388101,53.237328495699600,0101000020E610000010261EACCD4C2B4029B8B7C7609E4A40,0103000020E610000001000000060000000B886F99834C2B40C7E67FC4639E4A40FD221B7AFE4C2B400E6740A3699E4A40A27FADBE174D2B40684BAECA5D9E4A40B2E401DE9C4C2B40CB005EEC579E4A40FF8219CD854C2B409E29C2BB629E4A400B886F99834C2B40C7E67FC4639E4A40,'110000','substation',distribution,w123224128,'http://www.osm.org/way/123224128','50','Wichmannsdorf','NA','EON_edis','no',2,1,
13.4848608180088,52.437927741541003,15,13.484860818008800,52.437927741541003,0101000020E61000003BEB58AD3FF82A40FFF627040E384A40,0103000020E610000001000000060000007126A1E7D1F72A40DFE7EE8209384A40F0D1D5B924F82A40A5833A121D384A40D36343582DF82A400BCA2A1B1F384A40B2E34576ADF82A4066DE219512384A407E887BE451F82A4029130BE4FC374A407126A1E7D1F72A40DFE7EE8209384A40,'110000','substation',distribution,w128565871,'http://www.osm.org/way/128565871','NA','Umspannwerk Rudow','NA','Stromnetz Berlin','no',3,1,
13.3075573679904,52.4808709175297,16,13.307557367990400,52.480870917529700,0101000020E61000003253CA28789D2A409731A02D8D3D4A40,0103000020E6100000010000001000000050FE7FCB5B9D2A40FF0CC2CD863D4A401465E5F25C9D2A4067DB0F4D893D4A404CF34F99609D2A404A5E691F913D4A40178B22BFA19D2A403C930C6B903D4A400B5F8940A19D2A407CA5705A8F3D4A40C8BAA459B49D2A406D82A9258F3D4A40E6334D11B49D2A404F99DE868E3D,'110000','substation',NA,w129761881,'http://www.osm.org/way/129761881','50','Umspannwerk Wilmersdorf','NA','Vattenfall Europe AG','no',2,1,
12.856492335481001,52.593388643976503,17,12.856492335481001,52.593388643976503,0101000020E6100000D554D42986B6294036D9B928F44B4A40,0103000020E6100000010000000500000097A5CC8C59B62940076AA1FCF34B4A40C77072D98AB62940B37FE2E5FA4B4A406742C1C6B2B62940896F8554F44B4A4036771B7A81B62940A077B76BED4B4A4097A5CC8C59B62940076AA1FCF34B4A40,'110000','substation',distribution,w132239443,'http://www.osm.org/way/132239443','50','Neukammer','NA','EON_edis','no',2,1,
13.2657155152967,52.999901243024503,18,13.265715515296700,52.999901243024503,0101000020E61000005E7A30DD0B882A40890291C3FC7F4A40,0103000020E610000001000000050000005C3C0345E2872A408207E918FC7F4A402B703D3600882A40D021E1CD02804A409AB850FF35882A403238E65AFD7F4A40A02D68AA16882A40DD33AEC0F67F4A405C3C0345E2872A408207E918FC7F4A40,'110000','substation',distribution,w135204768,'http://www.osm.org/way/135204768','50','Badingen','NA','EON_edis','no',3,1,
13.709669720218599,52.539795229351697,19,13.709669720218599,52.539795229351697,0101000020E6100000AE995ED4596B2B401A4D940218454A40,0103000020E6100000010000002D0000001B937FE067682B40683BD70DDF444A401C2EA09FA7682B407DEC5902EE444A4017185A17A4682B4010C9045EEE444A40DA14D8C5BF682B4065027202F5444A40ABACDEA3E6682B40E0F0DCF8FD444A40B895FAA5F0682B40786C3C4100454A40FA8DDB7C776A2B40AB364E7B5945,"'380000;220000;110000'",'substation',transmission,w137197826,'http://www.osm.org/way/137197826','50','Neuenhagen','NHG TCC','50Hertz Transmission GmbH','no',2,1,
13.2870584901552,52.580054309787698,20,13.287058490155200,52.580054309787698,0101000020E6100000E1829654F9922A40913839383F4A4A40,0103000020E610000001000000070000002AF5DE66BA922A408E9D8709464A4A400A112F7424932A409AB42CD1464A4A4073FB699241932A40CDAA56653F4A4A404D7D925830932A40F2340F91384A4A40ACB76C15C8922A4021C662B9374A4A4073452FCBBE922A40FAAADB7D374A4A402AF5DE66BA922A408E9D8709464A,'110000','substation',NA,w137728981,'http://www.osm.org/way/137728981','50','Umspannwerk Tegel','TE','Vattenfall Europe AG','no',2,1,
12.3379132877813,52.959247723276597,21,12.337913287781300,52.959247723276597,0101000020E610000003CF6FF802AD2840201E20A1C87A4A40,0103000020E61000000100000005000000C467CD67DEAC284061CAEBBDCB7A4A40FC48C6AA0CAD284024B069C8CE7A4A40F5A1488927AD284052279E84C57A4A40BEC04F46F9AC2840E4BEAA79C27A4A40C467CD67DEAC284061CAEBBDCB7A4A40,'110000','substation',distribution,w137884112,'http://www.osm.org/way/137884112','50','Mechow','NA','EON_edis','no',2,1,
13.292657156374799,52.533953194631003,22,13.292657156374799,52.533953194631003,0101000020E6100000EB23A728D7952A407B440A9458444A40,0103000020E61000000100000007000000FD0EC8A2BC952A407107E36E5A444A40838EE542CD952A402E7410D05A444A40D9BC48C1CC952A409D3A74555B444A40DDC15D67EB952A4027F623095C444A4003B52502F1952A406D4C3A5A56444A40DB8AEFB8C1952A400486E74455444A40FD0EC8A2BC952A407107E36E5A44,'110000','substation',NA,w14037659,'http://www.osm.org/way/14037659','50','Umspannwerk Jakob-Kaiser-Platz','NA','Stromnetz Berlin','no',2,1,
13.4941571951169,52.488636724425703,23,13.494157195116900,52.488636724425703,0101000020E61000006238002C02FD2A403184EFA58B3E4A40,0103000020E6100000010000003F000000CBA4E8BA59FC2A401D75B8E5943E4A40BCBBB2DC5CFC2A40EB3B5423983E4A407D320F489FFC2A40CDEE674C9E3E4A40A6E75430DAFC2A4006BB83DEA33E4A403AD09489F1FC2A4032142637A63E4A40E26FBE26F4FC2A4095779CA6A53E4A405D91E93FF9FC2A40D9BAD94FA43E,'110000','substation',NA,w145591735,'http://www.osm.org/way/145591735','50','Umspannwerk Heizkraftwerk Klingenberg','NA','Vattenfall Europe AG','no',2,1,
12.873795107344,52.093186197003597,24,12.873795107344000,52.093186197003597,0101000020E610000017E5821262BF2940D3487A86ED0B4A40,0103000020E61000000100000005000000373A181634BF294023E0C787F00B4A406C63899F84BF2940E92F6C48F30B4A402FFC47CF90BF2940B5D1F88FEA0B4A408C9AD49C3EBF2940D816EBC7E70B4A40373A181634BF294023E0C787F00B4A40,'110000','substation',distribution,w149631265,'http://www.osm.org/way/149631265','NA','Treuenbrietzen','NA','EON_edis','no',3,1,
13.445023845266,52.211936577159598,25,13.445023845266000,52.211936577159598,0101000020E610000018B75A2ADAE32A4009DDDDBC201B4A40,0103000020E6100000010000000600000043BC009887E32A4073B39ACE201B4A406D60220CD7E32A4050C275C32C1B4A40F4B7DC3734E42A40C5414B8E231B4A406D60220CD7E32A40704D86C6131B4A40931C96D4A5E32A40EE3FB4211A1B4A4043BC009887E32A4073B39ACE201B4A40,'110000','substation',transmission,w156347503,'http://www.osm.org/way/156347503','NA','NA','NA','EON_edis','no',3,1,
13.642873941886799,52.116766100762298,26,13.642873941886799,52.116766100762298,0101000020E61000007BB5F7C526492B401C070C31F20E4A40,0103000020E610000001000000050000009223384F04492B4099F61B91F30E4A406EDCC15523492B40388C51A1F70E4A4066679D3C49492B40C0EC4CD1F00E4A408AAE13362A492B40C0A39FC0EC0E4A409223384F04492B4099F61B91F30E4A40,'110000','substation',NA,w156352575,'http://www.osm.org/way/156352575','NA','NA','NA','NA','no',3,1,
13.6503636992007,52.155066296214599,27,13.650363699200700,52.155066296214599,0101000020E610000016258578FC4C2B400E7A5F36D9134A40,0103000020E61000000100000009000000395E1160CA4C2B4042797CFDDB134A40CE3B48D1D24C2B40E6F7716CDC134A406AFD7830CD4C2B402D8839D8E0134A40630233D4194D2B40B6A83592E2134A401E85919F2F4D2B40518F6CDAD1134A408F228D65E44C2B4074AEA896CF134A4062E70B5EDD4C2B4005B33769D513,'110000','substation',NA,w156354808,'http://www.osm.org/way/156354808','NA','NA','NA','NA','no',3,1,
13.4636320858943,52.681292542582398,28,13.463632085894300,52.681292542582398,0101000020E610000092954C2F61ED2A4032B3129834574A40,0103000020E610000001000000060000007BB151FD2AED2A40631B26BA29574A404D81D9DD32ED2A40FD687D753D574A4001316F9D3BED2A40292CBFCC3D574A402B07EA1996ED2A400BE8D3E341574A404DD9624489ED2A4039EE090229574A407BB151FD2AED2A40631B26BA29574A40,'110000','substation',distribution,w164950715,'http://www.osm.org/way/164950715','50','Schönwalde','NA','EON_edis','no',3,1,
12.595623538158801,52.737522594328098,29,12.595623538158801,52.737522594328098,0101000020E6100000503D8291F5302940A359EF23675E4A40,0103000020E610000001000000060000003DF8ED49AF3029407A23781C605E4A40AC461C9FC130294066C3F733715E4A40B56B6D613B31294054CE7F886E5E4A40C001E1EA273129403FE3D49C5C5E4A40BB8DF66FF13029408DF208565E5E4A403DF8ED49AF3029407A23781C605E4A40,'110000','substation',distribution,w167051672,'http://www.osm.org/way/167051672','50','Friesack','NA','NA','no',2,1,
13.6643326142446,52.499843441335102,30,13.664332614244600,52.499843441335102,0101000020E61000008DB1876723542B40C8D3B0DEFA3F4A40,0103000020E610000001000000090000007ED5B571DF532B40FD7F924A01404A4098BD192204542B40C9263C7501404A405D56E5BF09542B404344333300404A40D188F3261B542B406964483200404A403E73558F24542B40B2CFF24B01404A400FFA2A8B66542B40D81DAA5401404A403B834CD365542B4034BAD277F43F,'110000','substation',NA,w185961035,'http://www.osm.org/way/185961035','NA','NA','NA','NA','no',3,1,
13.2516175005085,52.402538319930798,31,13.251617500508500,52.402538319930798,0101000020E6100000FE914F02D4802A40A9BE2B6086334A40,0103000020E610000001000000050000004B54CFBF8E802A403315F3778E334A40B56A55C8D3802A40FAC4A7CB94334A402D43C18E19812A400EF7218C7D334A40E24C2DA7D3802A40ED7E7C6078334A404B54CFBF8E802A403315F3778E334A40,'110000','substation',transmission,w194820159,'http://www.osm.org/way/194820159','NA','Tel','NA','EON_edis','no',2,1,
13.3762156395203,52.456190443649902,32,13.376215639520300,52.456190443649902,0101000020E610000066F717569FC02A40B41CCE72643A4A40,0103000020E6100000010000000E0000007A985B956BC02A40818431C4603A4A406E4572F66EC02A402C9D9579653A4A4004AEB80683C02A406140225A683A4A40D1D6CF339FC02A406140225A683A4A4019F5B9219FC02A40C3EA9498663A4A40555BCEC1E8C02A404D75317B663A4A404A88EBD9E8C02A40A42515BD633A,'110000','substation',NA,w194836914,'http://www.osm.org/way/194836914','50','Umspannwerk Attilaplatz','NA','Vattenfall Europe AG','no',2,1,
13.323787889594399,52.511089078307499,33,13.323787889594399,52.511089078307499,0101000020E61000001D4CB986C7A52A403756EE5D6B414A40,0103000020E610000001000000070000001577A291B8A52A409ABFA3126A414A407DC0A164B9A52A40CDBF424E6A414A408545D79DC7A52A40A8991B836E414A40B2E42492D7A52A40D102771C6D414A4008D60B44CAA52A4020690C4169414A40BE2C0549C5A52A40261E3DDC67414A401577A291B8A52A409ABFA3126A41,'110000','substation',NA,w198508569,'http://www.osm.org/way/198508569','50','Umspannwerk TU Süd','NA','Technische Universität Berlin','no',2,1,
13.3950552973452,52.483647725296699,34,13.395055297345200,52.483647725296699,0101000020E6100000326B1CB044CA2A4095772D2BE83D4A40,0103000020E61000000100000005000000D343DEEC14CA2A40BD9B9DABEB3D4A402E875AC36DCA2A404A42F644ED3D4A40C1596E7074CA2A40AA3F32AAE43D4A4006BCF59C1BCA2A406AEFC311E33D4A40D343DEEC14CA2A40BD9B9DABEB3D4A40,'110000','substation',NA,w199112159,'http://www.osm.org/way/199112159','50','Umspannwerk Flughafen Tempelhof','NA','Vattenfall Europe AG','no',2,1,
13.4336427891154,52.440653150353803,35,13.433642789115400,52.440653150353803,0101000020E610000043CB7A6D06DE2A400FD38A5267384A40,0103000020E6100000010000000F000000778315E1E7DD2A40A2163B236A384A4052154FC70ADE2A40287267C76C384A409CF0BB3814DE2A40228800E269384A40AB329B3F18DE2A40C0F302316A384A40CA36539623DE2A40AF4DF0B466384A40CCE8CC311EDE2A40ACA91F4D66384A4053DDDA3223DE2A40DE6FFEC26438,'110000','substation',NA,w199412307,'http://www.osm.org/way/199412307','50','Umspannwerk Britz','NA','Vattenfall Europe AG','no',2,1,
13.5166176294781,52.4249067992587,36,13.516617629478100,52.424906799258700,0101000020E61000008D4A1E1B82082B400455935863364A40,0103000020E610000001000000070000001C7B89C966082B4040DCCC0160364A40130C73CE6F082B408E8E463668364A406E8D8B3386082B40C09B3AA367364A40BF25A27285082B40E67C3BF366364A404AED6B119E082B408C1B7B5166364A40A1696FD095082B407CD314CC5E364A401C7B89C966082B4040DCCC016036,'110000','substation',NA,w199416194,'http://www.osm.org/way/199416194','50','Umspannwerk Fernwärmekraftwerk Neukölln','NA','RWE','no',2,1,
13.105078132245399,52.339414901544203,37,13.105078132245399,52.339414901544203,0101000020E6100000A5090BCDCC352A4026F48EF2712B4A40,0103000020E61000000100000008000000D10F0C5189352A407D113D6F782B4A40013F711CCA352A407D0D31987A2B4A400F014A6CD1352A401B46C974762B4A400A761383D9352A40AD728366762B4A40D7E1A72CEC352A403C076750772B4A4007EABCD730362A4003037F2D6F2B4A408B39B4859E352A40C40148BC692B,'110000','substation',distribution,w199806873,'http://www.osm.org/way/199806873','50','Bergholz-Rehbrücke','NA','EON_edis','no',3,1,
13.747035850603,52.7247814049772,38,13.747035850603000,52.724781404977200,0101000020E6100000238FA67B7B7E2B40219017A3C55C4A40,0103000020E61000000100000005000000CCE150C64E7E2B403EA29348C55C4A407E4E42BF747E2B40F5F75CABCB5C4A4023735301AD7E2B403EA29348C55C4A4017905FF9787E2B40301656F5BF5C4A40CCE150C64E7E2B403EA29348C55C4A40,'110000','substation',distribution,w202267729,'http://www.osm.org/way/202267729','NA','NA','NA','NA','no',3,1,
13.749778277493901,52.819201402541502,39,13.749778277493901,52.819201402541502,0101000020E6100000C22C3AF0E27F2B4065607097DB684A40,0103000020E610000001000000060000003D584AFDC57F2B4043BA1787DE684A4035157FECF67F2B4019D49A06DF684A406634E005FD7F2B40E40CA215DF684A40126A56E2FF7F2B401006D0A7D8684A408833C4DCC87F2B40C05E5C18D8684A403D584AFDC57F2B4043BA1787DE684A40,'110000','substation',distribution,w202267731,'http://www.osm.org/way/202267731','50','NA','NA','NA','no',2,1,
12.9600496798333,52.477895781513297,40,12.960049679833300,52.477895781513297,0101000020E6100000C9D6B2A18BEB2940803F60B02B3D4A40,0103000020E610000001000000060000006A3125316BEB294087E7B4F62D3D4A40626E60D798EB294020075CEC2F3D4A400DA4C945A2EB2940F09AA053303D4A40F5243ABAABEB2940DC1F024C293D4A40F6EDE5E774EB2940454EA720273D4A406A3125316BEB294087E7B4F62D3D4A40,'110000','substation',transmission,w202454155,'http://www.osm.org/way/202454155','NA','Marquardt','NA','EON_edis','no',3,1,
13.793000217871199,52.487335912665699,41,13.793000217871199,52.487335912665699,0101000020E61000009EF4E21F04962B406488EF05613E4A40,0103000020E61000000100000005000000276CE7C9E0952B403517A6FF5D3E4A406142E492F9952B408D0A0528673E4A40C06F687527962B407B5BCC0C643E4A4087996BAC0E962B408F2B81E35A3E4A40276CE7C9E0952B403517A6FF5D3E4A40,'110000','substation',NA,w202525449,'http://www.osm.org/way/202525449','NA','NA','NA','NA','no',3,1,
13.2392386772396,52.951247201919898,42,13.239238677239600,52.951247201919898,0101000020E6100000565DED7D7D7A2A402554E377C2794A40,0103000020E610000001000000050000002C2C4A49577A2A404C58813DC4794A40FFD98941887A2A405AA90E2CC8794A40F5F57577A37A2A40623238A0C0794A408CCECBFA727A2A40CD5016CBBC794A402C2C4A49577A2A404C58813DC4794A40,'110000','substation',distribution,w202546923,'http://www.osm.org/way/202546923','50','Häsen','NA','EON_edis','no',2,1,
13.259289231801599,52.957230946597299,43,13.259289231801599,52.957230946597299,0101000020E61000000096E58EC1842A40662D2D8B867A4A40,0103000020E61000000100000005000000A34312109D842A40B6366A8A887A4A4083CF57B4CF842A40CA78CEFD8B7A4A4063BA610DE6842A40E23AA88B847A4A40822E1C69B3842A4003FFB618817A4A40A34312109D842A40B6366A8A887A4A40,'110000','substation',distribution,w202546924,'http://www.osm.org/way/202546924','NA','Klein Mutz','NA','EON_edis','no',3,1,
12.544418274561499,52.432510546325702,44,12.544418274561499,52.432510546325702,0101000020E6100000272CF9FDBD16294071D26D815C374A40,0103000020E6100000010000000900000098F3ADEA93162940D412D4FA6A374A40AA45AB7FC51629407817492E6B374A405506248DDA162940DB84B7456B374A40AC9853F8E2162940E1D7E74E6B374A4029BA7E11E81629404C778D074E374A40F290001A9E162940C8C648BB4D374A40766FD5009916294001BC4FB54D37,'110000','substation',distribution,w202585921,'http://www.osm.org/way/202585921','NA','NA','NA','NA','no',2,1,
12.462469749852501,52.4706903143191,45,12.462469749852501,52.470690314319100,0101000020E6100000F202C6D5C8EC2840B14589943F3C4A40,0103000020E6100000010000000600000049D5C1F18EEC28406D4E07F9403C4A401719F326EEEC28404B244264463C4A40CB53988502ED284091FF3E293E3C4A40D5C3DBB0A3EC28402DF9A5C7383C4A4037F794FBA0EC2840688C28DA393C4A4049D5C1F18EEC28406D4E07F9403C4A40,'110000','substation',distribution,w202610156,'http://www.osm.org/way/202610156','50','NA','NA','NA','no',2,1,
13.5798542648081,52.264664007495497,46,13.579854264808100,52.264664007495497,0101000020E610000013987FA8E2282B40924F9C82E0214A40,0103000020E610000001000000060000003B7D1563AB282B40F4E540A0E8214A40FFC620FE07292B408A5B12BFEA214A40B73346AF13292B40C2EF4FC8DE214A405916D3EC19292B4017787664D8214A4094CCC751BD282B40BF628F46D6214A403B7D1563AB282B40F4E540A0E8214A40,'110000','substation',distribution,w202805462,'http://www.osm.org/way/202805462','50','NA','NA','NA','no',2,1,
13.229702468064399,52.5300998443279,47,13.229702468064399,52.530099844327900,0101000020E6100000414BD88F9B752A406780CB4FDA434A40,0103000020E61000000100000005000000D8F6E8127B752A4080A7064DD9434A401AB1EC377F752A40C569CBEDDC434A4056DA840BBC752A405F7D9652DB434A40B2C584E9B7752A402977D1B1D7434A40D8F6E8127B752A4080A7064DD9434A40,'110000','substation',NA,w203637136,'http://www.osm.org/way/203637136','50','Umspannwerk Klärwerk Ruhleben','NA','Berliner Wasserbetriebe','no',2,1,
13.2722841951913,52.500829826030902,48,13.272284195191300,52.500829826030902,0101000020E6100000E42083D5688B2A40FED415311B404A40,0103000020E61000000100000007000000298D19092F8B2A40030BCCA91A404A4062F93BC75B8B2A40B5CF2A8123404A40C8849854A28B2A40B8FF45AF1B404A40A85488A5758B2A40B0BDBEEF12404A402D9D4405568B2A40C5B35C1416404A4084A464D1528B2A402C36E01317404A40298D19092F8B2A40030BCCA91A40,'110000','substation',NA,w203806891,'http://www.osm.org/way/203806891','NA','Umspannwerk Messe Berlin','NA','Messe Berlin','no',2,1,
13.493817363172599,52.5600895494577,49,13.493817363172599,52.560089549457700,0101000020E6100000050C22A1D5FC2A404DE0AC03B1474A40,0103000020E6100000010000000B000000715A24287AFC2A40018EB09CB8474A407A96B4EABBFC2A405D2577B5BE474A40AFCB5B8CC5FC2A4006E5849ABF474A409F035B42E8FC2A40E8BA575EBD474A4021722D2421FD2A40D034989CAC474A4021AFA9F02DFD2A40DB905ACCA8474A40999F670BF3FC2A40F2B74FACA347,'110000','substation',distribution,w20562009,'http://www.osm.org/way/20562009','50','Umspannwerk Falkenberger Straße','FAL','Stromnetz Berlin','no',2,1,
13.4947634342822,52.589764442204803,50,13.494763434282200,52.589764442204803,0101000020E61000005DFF02A251FD2A4086CEB7667D4B4A40,0103000020E6100000010000000A000000B04ECFF7CDFB2A40647C259D974B4A408B7AFC6C86FC2A408088ECE0AA4B4A406A3C69B345FD2A40FEABE6AFBD4B4A40DD7C3B4830FE2A40D5B6C89D814B4A40D769A397FDFE2A406F22C97D504B4A40793E6CA72AFE2A4043CD84384C4B4A40CD35617700FE2A402E06098A574B,"'380000;110000'",'substation',transmission,w20562114,'http://www.osm.org/way/20562114','50','Umspannwerk Malchow','MOW',"'50Hertz;Stromnetz Berlin'",'no',2,1,
12.6266325808052,52.336336981459901,51,12.626632580805200,52.336336981459901,0101000020E6100000335552FCD540294024E717170D2B4A40,0103000020E610000001000000050000003440BC3BB940294049775EC7082B4A40DCEAFB2EC4402940C156818C122B4A4070E95AC6F240294086F6C854112B4A403A0247F7E740294016212EB2072B4A403440BC3BB940294049775EC7082B4A40,'110000','substation',distribution,w205969534,'http://www.osm.org/way/205969534','50','Prützke','NA','NA','no',2,1,
13.7493682817414,52.822296105922398,52,13.749368281741400,52.822296105922398,0101000020E61000005E7A0D33AD7F2B404848B1FF40694A40,0103000020E61000000100000006000000046118A08D7F2B401C955CE046694A402E9671ADBE7F2B403A3BE46E47694A407BFC079AC67F2B406813928647694A4065FD7EC5CC7F2B4053F6D31E3B694A40ED618FCB937F2B40893F87793A694A40046118A08D7F2B401C955CE046694A40,'110000','substation',distribution,w210743916,'http://www.osm.org/way/210743916','50','NA','NA','NA','no',3,1,
12.781199717686301,52.079812832661901,53,12.781199717686301,52.079812832661901,0101000020E6100000BD36CE68F98F2940B90A914E370A4A40,0103000020E61000000100000005000000141A5412E78F2940FC7E7E9E320A4A40B67CE706EA8F2940FE18DB3C3C0A4A402E02B8C20B9029402379DFFD3B0A4A404E541DC80890294018E16F60320A4A40141A5412E78F2940FC7E7E9E320A4A40,'110000','substation',distribution,w210973107,'http://www.osm.org/way/210973107','NA','Neu Rietz','NA','NA','no',3,1,
12.5624263166532,52.345419585022398,54,12.562426316653200,52.345419585022398,0101000020E6100000CFDE9857F61F2940DF887EB5362C4A40,0103000020E61000000100000006000000EFFE074BD81F2940916A91B03A2C4A409134232509202940D64D46103C2C4A40B80BBE63142029404BE722BA322C4A4078309F86E31F29401D49E35A312C4A40C5326986E21F294028235532322C4A40EFFE074BD81F2940916A91B03A2C4A40,'110000','substation',distribution,w215636504,'http://www.osm.org/way/215636504','50','Reckahn','NA','NA','no',2,1,
13.5061280214025,52.473822695380001,55,13.506128021402500,52.473822695380001,0101000020E61000008406473623032B403C61DA38A63C4A40,0103000020E61000000100000013000000317D959E30022B4019AF4F2D8C3C4A40ED9B34EB36022B40459A8CBFB53C4A4030E1541D40022B40706B0B2DB83C4A40CE341EFB91032B40C1E1510BC53C4A40A673AF6897032B40726963ABC43C4A4000DF9B219D032B40071FB42CC43C4A4058981BADA1032B40098997E2C53C,"'220000;110000'",'substation',transmission,w22973052,'http://www.osm.org/way/22973052','50','Umspannwerk Wuhlheide','NA',"'50Hertz;Vattenfall Europe AG'",'no',2,1,
